name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id,Earn,Category
21&Over,Comedy,2013,5.8,73000.0,JonLucas,JonLucas,MilesTeller,UnitedStates,13000000.0,48065672.0,RelativityMedia,93.0,March,4533,35065672,masterpiece
RunnerRunner,Crime,2013,5.6,61000.0,BradFurman,BrianKoppelman,BenAffleck,UnitedStates,30000000.0,62675095.0,NewRegencyProductions,88.0,October,4534,32675095,masterpiece
AHauntedHouse,Comedy,2013,5.0,45000.0,MichaelTiddes,MarlonWayans,MarlonWayans,UnitedStates,2500000.0,60159584.0,OpenRoadFilms,86.0,January,4535,57659584,masterpiece
HowILiveNow,Action,2013,6.5,29000.0,KevinMacdonald,MegRosoff,SaoirseRonan,UnitedKingdom,8000000.0,925762.0,Film4,101.0,October,4536,-7074238,big_flop
UpstreamColor,Drama,2013,6.7,32000.0,ShaneCarruth,ShaneCarruth,AmySeimetz,UnitedStates,50000.0,587174.0,erbp,96.0,August,4537,537174,masterpiece
Parkland,Drama,2013,6.4,15000.0,PeterLandesman,PeterLandesman,ZacEfron,UnitedStates,10000000.0,1412181.0,ExclusiveMediaGroup,93.0,October,4538,-8587819,big_flop
Paranoia,Drama,2013,5.7,36000.0,RobertLuketic,JasonHall,LiamHemsworth,UnitedStates,35000000.0,17056265.0,RelativityMedia,106.0,August,4539,-17943735,big_flop
ThePast,Drama,2013,7.7,46000.0,AsgharFarhadi,AsgharFarhadi,BereniceBejo,France,11000000.0,12673462.0,MementoFilmsProduction,130.0,May,4540,1673462,flop
TheFifthEstate,Biography,2013,6.2,40000.0,BillCondon,DanielDomscheit-Berg,BenedictCumberbatch,UnitedStates,28000000.0,9058564.0,DreamworksPictures,128.0,October,4541,-18941436,big_flop
BadWords,Comedy,2013,6.6,48000.0,JasonBateman,AndrewDodge,JasonBateman,UnitedStates,10000000.0,7804337.0,AggregateFilms,89.0,March,4542,-2195663,big_flop
ManofTaiChi,Action,2013,6.1,36000.0,KeanuReeves,MichaelGCooney,TigerHuChen,UnitedStates,25000000.0,5464885.0,ChinaFilmGroupCorporation(CFGC),105.0,July,4543,-19535115,big_flop
TheEast,Crime,2013,6.8,49000.0,ZalBatmanglij,ZalBatmanglij,BritMarling,UnitedKingdom,6500000.0,2891812.0,DuneEntertainment,116.0,June,4544,-3608188,big_flop
TheLunchbox,Drama,2013,7.8,52000.0,RiteshBatra,RiteshBatra,IrrfanKhan,India,1000000.0,11621777.0,SikhyaEntertainment,104.0,September,4545,10621777,masterpiece
Getaway,Action,2013,4.4,23000.0,CourtneySolomon,SeanFinegan,EthanHawke,UnitedStates,18000000.0,11806432.0,AfterDarkFilms,90.0,August,4546,-6193568,big_flop
GuardiansoftheGalaxy,Action,2014,8.0,1100000.0,JamesGunn,JamesGunn,ChrisPratt,UnitedStates,170000000.0,773350147.0,MarvelStudios,121.0,August,4547,603350147,masterpiece
Interstellar,Adventure,2014,8.6,1600000.0,ChristopherNolan,JonathanNolan,MatthewMcConaughey,UnitedStates,165000000.0,701729206.0,ParamountPictures,169.0,November,4548,536729206,masterpiece
JohnWick,Action,2014,7.4,565000.0,ChadStahelski,DerekKolstad,KeanuReeves,UnitedStates,20000000.0,86081711.0,SummitEntertainment,101.0,October,4549,66081711,masterpiece
EdgeofTomorrow,Action,2014,7.9,620000.0,DougLiman,ChristopherMcQuarrie,TomCruise,UnitedStates,178000000.0,370541256.0,WarnerBros,113.0,June,4550,192541256,masterpiece
GoneGirl,Drama,2014,8.1,893000.0,DavidFincher,GillianFlynn,BenAffleck,UnitedStates,61000000.0,369330363.0,TwentiethCenturyFox,149.0,October,4551,308330363,masterpiece
CaptainAmerica:TheWinterSoldier,Action,2014,7.7,764000.0,AnthonyRusso,ChristopherMarkus,ChrisEvans,UnitedStates,170000000.0,714421503.0,MarvelEntertainment,136.0,April,4552,544421503,masterpiece
TheGrandBudapestHotel,Adventure,2014,8.1,734000.0,WesAnderson,StefanZweig,RalphFiennes,UnitedStates,25000000.0,172945750.0,FoxSearchlightPictures,99.0,March,4553,147945750,masterpiece
Whiplash,Drama,2014,8.5,749000.0,DamienChazelle,DamienChazelle,MilesTeller,UnitedStates,3300000.0,49396747.0,BoldFilms,106.0,October,4554,46096747,masterpiece
Kingsman:TheSecretService,Action,2014,7.7,607000.0,MatthewVaughn,JaneGoldman,ColinFirth,UnitedKingdom,81000000.0,414351546.0,TwentiethCenturyFox,129.0,February,4555,333351546,masterpiece
ExMachina,Drama,2014,7.7,493000.0,AlexGarland,AlexGarland,AliciaVikander,UnitedKingdom,15000000.0,36869414.0,A24,108.0,April,4556,21869414,masterpiece
Divergent,Action,2014,6.6,435000.0,NeilBurger,EvanDaugherty,ShaileneWoodley,UnitedStates,85000000.0,288885818.0,SummitEntertainment,139.0,March,4557,203885818,masterpiece
Nightcrawler,Crime,2014,7.8,486000.0,DanGilroy,DanGilroy,JakeGyllenhaal,UnitedStates,8500000.0,47398992.0,BoldFilms,117.0,October,4558,38898992,masterpiece
TheHobbit:TheBattleoftheFiveArmies,Adventure,2014,7.4,487000.0,PeterJackson,FranWalsh,IanMcKellen,NewZealand,250000000.0,962182865.0,NewLineCinema,144.0,December,4559,712182865,masterpiece
TheEqualizer,Action,2014,7.2,344000.0,AntoineFuqua,RichardWenk,DenzelWashington,UnitedStates,55000000.0,192330738.0,ColumbiaPictures,132.0,September,4560,137330738,masterpiece
TheMazeRunner,Action,2014,6.8,431000.0,WesBall,NoahOppenheim,DylanOBrien,UnitedStates,34000000.0,348319861.0,TwentiethCenturyFox,113.0,September,4561,314319861,masterpiece
Lucy,Action,2014,6.4,460000.0,LucBesson,LucBesson,ScarlettJohansson,France,40000000.0,458863600.0,EuropaCorp,89.0,July,4562,418863600,masterpiece
Chef,Adventure,2014,7.3,202000.0,JonFavreau,JonFavreau,JonFavreau,UnitedStates,11000000.0,48428048.0,AldamisaEntertainment,114.0,May,4563,37428048,masterpiece
WhatWeDointheShadows,Comedy,2014,7.7,164000.0,JemaineClement,JemaineClement,JemaineClement,NewZealand,1600000.0,7253160.0,UnisonFilms,86.0,February,4564,5653160,masterpiece
TheImitationGame,Biography,2014,8.0,707000.0,MortenTyldum,GrahamMoore,BenedictCumberbatch,UnitedKingdom,14000000.0,233555708.0,BlackBearPictures,114.0,December,4565,219555708,masterpiece
Fury,Action,2014,7.6,442000.0,DavidAyer,DavidAyer,BradPitt,UnitedStates,68000000.0,211822697.0,ColumbiaPictures,134.0,October,4566,143822697,masterpiece
X-Men:DaysofFuturePast,Action,2014,7.9,673000.0,BryanSinger,SimonKinberg,PatrickStewart,UnitedStates,200000000.0,746045700.0,TwentiethCenturyFox,132.0,May,4567,546045700,masterpiece
Predestination,Action,2014,7.5,262000.0,MichaelSpierig,MichaelSpierig,EthanHawke,Australia,5100000.0,4942449.0,ScreenAustralia,97.0,January,4568,-157551,big_flop
ThePurge:Anarchy,Action,2014,6.4,143000.0,JamesDeMonaco,JamesDeMonaco,FrankGrillo,UnitedStates,9000000.0,111928365.0,UniversalPictures,103.0,July,4569,102928365,masterpiece
Birdmanor(TheUnexpectedVirtueofIgnorance),Comedy,2014,7.7,594000.0,AlejandroGInarritu,AlejandroGInarritu,MichaelKeaton,UnitedStates,18000000.0,103215094.0,NewRegencyProductions,119.0,November,4570,85215094,masterpiece
ItFollows,Horror,2014,6.8,217000.0,DavidRobertMitchell,DavidRobertMitchell,MaikaMonroe,UnitedStates,1000000.0,21947454.0,NorthernLightsFilms,100.0,March,4571,20947454,masterpiece
Blended,Comedy,2014,6.5,124000.0,FrankCoraci,IvanMenchell,AdamSandler,UnitedStates,40000000.0,127994610.0,GulfstreamPictures,117.0,May,4572,87994610,masterpiece
Hercules,Action,2014,6.0,149000.0,BrettRatner,RyanJCondal,DwayneJohnson,UnitedStates,100000000.0,244819862.0,ParamountPictures,98.0,July,4573,144819862,masterpiece
TheJudge,Crime,2014,7.4,183000.0,DavidDobkin,NickSchenk,RobertDowneyJr,UnitedStates,50000000.0,84419388.0,WarnerBros,141.0,October,4574,34419388,masterpiece
Annie,Comedy,2014,5.3,35000.0,WillGluck,WillGluck,QuvenzhaneWallis,UnitedStates,65000000.0,136853506.0,MarcyMedia,118.0,December,4575,71853506,masterpiece
Godzilla,Action,2014,6.4,394000.0,GarethEdwards,IshiroHonda,AaronTaylor-Johnson,UnitedStates,160000000.0,524976069.0,WarnerBros,123.0,May,4576,364976069,masterpiece
TheGiver,Drama,2014,6.5,114000.0,PhillipNoyce,MichaelMitnick,BrentonThwaites,UnitedStates,25000000.0,66980456.0,TonikProductions,97.0,August,4577,41980456,masterpiece
300:RiseofanEmpire,Action,2014,6.2,286000.0,NoamMurro,ZackSnyder,SullivanStapleton,UnitedStates,110000000.0,337580051.0,WarnerBros,102.0,March,4578,227580051,masterpiece
AmericanSniper,Action,2014,7.3,451000.0,ClintEastwood,JasonHall,BradleyCooper,UnitedStates,58800000.0,547426372.0,WarnerBros,133.0,January,4579,488626372,masterpiece
BigHero6,Animation,2014,7.8,423000.0,DonHall,JordanRoberts,RyanPotter,UnitedStates,165000000.0,657869686.0,FortyFourStudios,102.0,November,4580,492869686,masterpiece
TheAmazingSpider-Man2,Action,2014,6.6,427000.0,MarcWebb,AlexKurtzman,AndrewGarfield,UnitedStates,200000000.0,708982323.0,MarvelEnterprises,142.0,May,4581,508982323,masterpiece
Maleficent,Action,2014,7.0,353000.0,RobertStromberg,LindaWoolverton,AngelinaJolie,UnitedStates,180000000.0,758411779.0,JoliePas,97.0,May,4582,578411779,masterpiece
IntotheWoods,Adventure,2014,5.9,135000.0,RobMarshall,JamesLapine,AnnaKendrick,UnitedStates,50000000.0,212902372.0,BBLMotionPictureStudios,125.0,December,4583,162902372,masterpiece
Unbroken,Action,2014,7.2,155000.0,AngelinaJolie,JoelCoen,JackOConnell,UnitedStates,65000000.0,161459297.0,3ArtsEntertainment,137.0,December,4584,96459297,masterpiece
TheLegoMovie,Animation,2014,7.7,331000.0,ChristopherMiller,PhilLord,ChrisPratt,UnitedStates,60000000.0,468060692.0,WarnerBros,100.0,February,4585,408060692,masterpiece
TheHungerGames:Mockingjay-Part1,Action,2014,6.6,424000.0,FrancisLawrence,PeterCraig,JenniferLawrence,UnitedStates,125000000.0,755356711.0,Lionsgate,123.0,November,4586,630356711,masterpiece
Tusk,Comedy,2014,5.3,48000.0,KevinSmith,KevinSmith,JustinLong,Canada,3000000.0,1882074.0,SModcastPictures,102.0,September,4587,-1117926,big_flop
NightattheMuseum:SecretoftheTomb,Adventure,2014,6.2,111000.0,ShawnLevy,DavidGuion,BenStiller,UnitedKingdom,127000000.0,363204635.0,TwentiethCenturyFox,98.0,December,4588,236204635,masterpiece
TheFaultinOurStars,Drama,2014,7.7,352000.0,JoshBoone,ScottNeustadter,ShaileneWoodley,UnitedStates,12000000.0,307166834.0,Fox2000Pictures,126.0,June,4589,295166834,masterpiece
"AsAbove,SoBelow",Horror,2014,6.2,83000.0,JohnErickDowdle,JohnErickDowdle,PerditaWeeks,UnitedStates,5000000.0,41898409.0,LegendaryEntertainment,93.0,August,4590,36898409,masterpiece
Annabelle,Horror,2014,5.4,147000.0,JohnRLeonetti,GaryDauberman,WardHorton,UnitedStates,6500000.0,257579282.0,NewLineCinema,99.0,October,4591,251079282,masterpiece
Boyhood,Drama,2014,7.9,341000.0,RichardLinklater,RichardLinklater,EllarColtrane,UnitedStates,4000000.0,48137666.0,IFCProductions,165.0,August,4592,44137666,masterpiece
TheTheoryofEverything,Biography,2014,7.7,417000.0,JamesMarsh,AnthonyMcCarten,EddieRedmayne,UnitedKingdom,15000000.0,123726688.0,WorkingTitleFilms,123.0,November,4593,108726688,masterpiece
TheExpendables3,Action,2014,6.1,173000.0,PatrickHughes,SylvesterStallone,SylvesterStallone,France,80000000.0,214657577.0,Lionsgate,126.0,August,4594,134657577,masterpiece
TheInterview,Action,2014,6.5,313000.0,EvanGoldberg,DanSterling,JamesFranco,UnitedStates,44000000.0,11782625.0,ColumbiaPictures,112.0,December,4595,-32217375,big_flop
TheDrop,Crime,2014,7.1,146000.0,MichaelRRoskam,DennisLehane,TomHardy,UnitedStates,12600000.0,18658381.0,BigScreenProductions,106.0,September,4596,6058381,success
Transformers:AgeofExtinction,Action,2014,5.6,302000.0,MichaelBay,EhrenKruger,MarkWahlberg,UnitedStates,210000000.0,1104054072.0,ParamountPictures,165.0,June,4597,894054072,masterpiece
InherentVice,Comedy,2014,6.7,97000.0,PaulThomasAnderson,PaulThomasAnderson,JoaquinPhoenix,UnitedStates,20000000.0,14710975.0,GhoulardiFilmCompany,148.0,January,4598,-5289025,big_flop
Neighbors,Comedy,2014,6.3,294000.0,NicholasStoller,AndrewJayCohen,SethRogen,UnitedStates,18000000.0,270665134.0,GoodUniverse,97.0,May,4599,252665134,masterpiece
TheBabadook,Drama,2014,6.8,203000.0,JenniferKent,JenniferKent,EssieDavis,Australia,2000000.0,10312540.0,ScreenAustralia,94.0,November,4600,8312540,masterpiece
SexTape,Comedy,2014,5.1,109000.0,JakeKasdan,KateAngelo,JasonSegel,UnitedStates,40000000.0,126069509.0,ColumbiaPictures,94.0,July,4601,86069509,masterpiece
TheOtherWoman,Comedy,2014,6.0,133000.0,NickCassavetes,MelissaKStack,CameronDiaz,UnitedStates,40000000.0,196710396.0,TwentiethCenturyFox,109.0,April,4602,156710396,masterpiece
WildTales,Comedy,2014,8.1,184000.0,DamianSzifron,GermanServidio,DarioGrandinetti,Argentina,3300000.0,30642704.0,Kramer&SigmanFilms,122.0,August,4603,27342704,masterpiece
Wild,Adventure,2014,7.1,123000.0,Jean-MarcVallee,NickHornby,ReeseWitherspoon,UnitedStates,15000000.0,52501541.0,BobIndustries,115.0,December,4604,37501541,masterpiece
Foxcatcher,Biography,2014,7.0,137000.0,BennettMiller,EMaxFrye,SteveCarell,UnitedStates,24000000.0,19206513.0,AnnapurnaPictures,134.0,January,4605,-4793487,big_flop
TheGuest,Action,2014,6.7,95000.0,AdamWingard,SimonBarrett,DanStevens,UnitedStates,5000000.0,2700051.0,HanWayFilms,100.0,September,4606,-2299949,big_flop
TeenageMutantNinjaTurtles,Action,2014,5.8,203000.0,JonathanLiebesman,JoshAppelbaum,MeganFox,UnitedStates,125000000.0,485004754.0,ParamountPictures,101.0,August,4607,360004754,masterpiece
RoboCop,Action,2014,6.1,219000.0,JosePadilha,JoshuaZetumer,JoelKinnaman,UnitedStates,100000000.0,242688965.0,Metro-Goldwyn-Mayer(MGM),117.0,February,4608,142688965,masterpiece
22JumpStreet,Action,2014,7.0,354000.0,PhilLord,MichaelBacall,ChanningTatum,UnitedStates,50000000.0,331333876.0,ColumbiaPictures,112.0,June,4609,281333876,masterpiece
DawnofthePlanetoftheApes,Action,2014,7.6,419000.0,MattReeves,MarkBomback,GaryOldman,UnitedStates,170000000.0,710644566.0,CherninEntertainment,130.0,July,4610,540644566,masterpiece
SinCity:ADametoKillfor,Action,2014,6.5,155000.0,FrankMiller,FrankMiller,MickeyRourke,UnitedStates,65000000.0,39407616.0,AldamisaEntertainment,102.0,August,4611,-25592384,big_flop
BrickMansions,Action,2014,5.7,41000.0,CamilleDelamarre,LucBesson,PaulWalker,France,28000000.0,71416730.0,RelativityMedia,90.0,April,4612,43416730,masterpiece
VampireAcademy,Action,2014,5.5,53000.0,MarkWaters,RichelleMead,ZoeyDeutch,UnitedStates,30000000.0,15642346.0,AngryFilms,104.0,February,4613,-14357654,big_flop
TheMonumentsMen,Comedy,2014,6.1,127000.0,GeorgeClooney,GeorgeClooney,GeorgeClooney,UnitedStates,70000000.0,156706638.0,ColumbiaPictures,118.0,February,4614,86706638,masterpiece
Honeymoon,Drama,2014,5.7,25000.0,LeighJaniak,PhilGraziadei,RoseLeslie,UnitedStates,1000000.0,24343.0,FewlasEntertainment,87.0,September,4615,-975657,big_flop
DumbandDumberto,Comedy,2014,5.6,131000.0,BobbyFarrelly,SeanAnders,JimCarrey,UnitedStates,40000000.0,169837010.0,UniversalPictures,109.0,November,4616,129837010,masterpiece
HowtoTrainYourDragon2,Animation,2014,7.8,313000.0,DeanDeBlois,DeanDeBlois,JayBaruchel,UnitedStates,145000000.0,621537519.0,DreamWorksAnimation,102.0,June,4617,476537519,masterpiece
Noah,Action,2014,5.7,246000.0,DarrenAronofsky,DarrenAronofsky,RussellCrowe,UnitedStates,125000000.0,359200044.0,ParamountPictures,138.0,March,4618,234200044,masterpiece
AWalkAmongtheTombstones,Action,2014,6.5,115000.0,ScottFrank,LawrenceBlock,LiamNeeson,UnitedStates,28000000.0,58834384.0,1984PrivateDefenseContractors,114.0,September,4619,30834384,masterpiece
NeedforSpeed,Action,2014,6.4,165000.0,ScottWaugh,GeorgeGatins,AaronPaul,UnitedStates,66000000.0,203277636.0,DreamworksPictures,132.0,March,4620,137277636,masterpiece
Rio2,Animation,2014,6.3,83000.0,CarlosSaldanha,DonRhymer,JesseEisenberg,UnitedStates,103000000.0,498781117.0,TwentiethCenturyFoxAnimation,101.0,April,4621,395781117,masterpiece
SeventhSon,Action,2014,5.5,74000.0,SergeiBodrov,CharlesLeavitt,BenBarnes,UnitedStates,95000000.0,114178613.0,BeijingSkywheelEntertainmentCo,102.0,February,4622,19178613,flop
Exodus:GodsandKings,Action,2014,6.0,162000.0,RidleyScott,AdamCooper,ChristianBale,UnitedKingdom,140000000.0,268175631.0,CherninEntertainment,150.0,December,4623,128175631,masterpiece
AMillionWaystoDieintheWest,Comedy,2014,6.1,181000.0,SethMacFarlane,SethMacFarlane,SethMacFarlane,UnitedStates,40000000.0,87189756.0,BluegrassFilms,116.0,May,4624,47189756,masterpiece
Sabotage,Action,2014,5.7,61000.0,DavidAyer,SkipWoods,ArnoldSchwarzenegger,UnitedStates,35000000.0,22126842.0,OpenRoadFilms(II),109.0,March,4625,-12873158,big_flop
Paddington,Animation,2014,7.2,103000.0,PaulKing,PaulKing,HughBonneville,UnitedKingdom,55000000.0,282377683.0,StudioCanal,95.0,January,4626,227377683,masterpiece
Non-Stop,Action,2014,6.9,254000.0,JaumeCollet-Serra,JohnWRichardson,LiamNeeson,UnitedKingdom,50000000.0,222809600.0,StudioCanal,106.0,February,4627,172809600,masterpiece
TheBestofMe,Drama,2014,6.7,68000.0,MichaelHoffman,NicholasSparks,JamesMarsden,UnitedStates,26000000.0,38609668.0,DiNoviPictures,118.0,October,4628,12609668,success
HorribleBosses2,Comedy,2014,6.3,162000.0,SeanAnders,SeanAnders,JasonBateman,UnitedStates,42000000.0,107645357.0,BenderSpink,108.0,November,4629,65645357,masterpiece
ThisIsWhereILeaveYou,Comedy,2014,6.6,75000.0,ShawnLevy,JonathanTropper,JasonBateman,UnitedStates,19800000.0,41296320.0,21LapsEntertainment,103.0,September,4630,21496320,masterpiece
IntotheStorm,Action,2014,5.8,66000.0,StevenQuale,JohnSwetnam,RichardArmitage,UnitedStates,50000000.0,161502194.0,BrokenRoadProductions,89.0,August,4631,111502194,masterpiece
PenguinsofMadagascar,Animation,2014,6.7,83000.0,EricDarnell,MichaelColton,TomMcGrath,UnitedStates,132000000.0,373515621.0,DreamWorksAnimation,92.0,November,4632,241515621,masterpiece
JackRyan:ShadowRecruit,Action,2014,6.2,126000.0,KennethBranagh,AdamCozad,ChrisPine,UnitedStates,60000000.0,135503748.0,ParamountPictures,105.0,January,4633,75503748,masterpiece
TheBookofLife,Animation,2014,7.3,66000.0,JorgeRGutierrez,JorgeRGutierrez,DiegoLuna,UnitedStates,50000000.0,99783556.0,ReelFXCreativeStudios,95.0,October,4634,49783556,masterpiece
TheNovemberMan,Action,2014,6.3,65000.0,RogerDonaldson,MichaelFinch,PierceBrosnan,UnitedStates,15000000.0,39661919.0,RelativityMedia,108.0,August,4635,24661919,masterpiece
DraculaUntold,Action,2014,6.3,184000.0,GaryShore,MattSazama,LukeEvans,UnitedStates,70000000.0,217124280.0,UniversalPictures,92.0,October,4636,147124280,masterpiece
Unfriended,Horror,2014,5.5,71000.0,LevanGabriadze,NelsonGreaves,HeatherSossaman,UnitedStates,1000000.0,62882090.0,BazelevsProduction,83.0,April,4637,61882090,masterpiece
IOrigins,Drama,2014,7.4,119000.0,MikeCahill,MikeCahill,MichaelPitt,UnitedStates,1000000.0,481234.0,Verisimilitude,106.0,September,4638,-518766,big_flop
Transcendence,Action,2014,6.2,220000.0,WallyPfister,JackPaglen,JohnnyDepp,UnitedKingdom,100000000.0,103039258.0,AlconEntertainment,119.0,April,4639,3039258,flop
EndlessLove,Drama,2014,6.3,42000.0,ShanaFeste,ShanaFeste,GabriellaWilde,UnitedStates,20000000.0,34718173.0,BluegrassFilms,104.0,February,4640,14718173,masterpiece
BeforeIGotoSleep,Drama,2014,6.4,75000.0,RowanJoffe,RowanJoffe,NicoleKidman,UnitedKingdom,22000000.0,17669776.0,ScottFreeProductions,92.0,October,4641,-4330224,big_flop
TheGoodLie,Biography,2014,7.4,28000.0,PhilippeFalardeau,MargaretNagle,ReeseWitherspoon,Kenya,20000000.0,3396345.0,AlconEntertainment,110.0,November,4642,-16603655,big_flop
DeliverUsfromEvil,Action,2014,6.2,73000.0,ScottDerrickson,ScottDerrickson,EricBana,UnitedStates,30000000.0,87937815.0,ScreenGems,118.0,July,4643,57937815,masterpiece
TheRaid2,Action,2014,8.0,117000.0,GarethEvans,GarethEvans,IkoUwais,Indonesia,4500000.0,6566916.0,SonyPicturesClassics,150.0,April,4644,2066916,success
Taken3,Action,2014,6.0,183000.0,OlivierMegaton,LucBesson,LiamNeeson,France,48000000.0,326479141.0,EuropaCorp,108.0,January,4645,278479141,masterpiece
Pompeii,Action,2014,5.5,108000.0,PaulWSAnderson,JanetScottBatchler,KitHarington,Canada,100000000.0,117831631.0,TriStarPictures,105.0,February,4646,17831631,flop
RideAlong,Action,2014,6.2,106000.0,TimStory,GregCoolidge,IceCube,UnitedStates,25000000.0,154468902.0,UniversalPictures,99.0,January,4647,129468902,masterpiece
ThatAwkwardMoment,Comedy,2014,6.1,99000.0,TomGormican,TomGormican,ZacEfron,UnitedStates,8000000.0,45640143.0,TreehousePictures,94.0,January,4648,37640143,masterpiece
TheHomesman,Drama,2014,6.6,32000.0,TommyLeeJones,TommyLeeJones,TommyLeeJones,UnitedStates,16000000.0,3819421.0,EuropaCorp,122.0,May,4649,-12180579,big_flop
"Men,Women&Children",Comedy,2014,6.7,31000.0,JasonReitman,ChadKultgen,KaitlynDever,UnitedStates,16000000.0,1705908.0,ParamountPictures,119.0,October,4650,-14294092,big_flop
LetsBeCops,Action,2014,6.4,129000.0,LukeGreenfield,LukeGreenfield,JakeJohnson,UnitedStates,17000000.0,138224951.0,GenreFilms,104.0,August,4651,121224951,masterpiece
AMostViolentYear,Action,2014,7.0,68000.0,JCChandor,JCChandor,OscarIsaac,UnitedStates,20000000.0,12007070.0,BeforeTheDoorPictures,125.0,January,4652,-7992930,big_flop
TheLoft,Mystery,2014,6.3,53000.0,ErikVanLooy,BartDePauw,KarlUrban,Belgium,14000000.0,11020402.0,OpenRoadFilms,108.0,January,4653,-2979598,big_flop
AMostWantedMan,Crime,2014,6.8,74000.0,AntonCorbijn,AndrewBovell,PhilipSeymourHoffman,UnitedKingdom,15000000.0,36233517.0,Lionsgate,122.0,August,4654,21233517,masterpiece
Clown,Horror,2014,5.7,23000.0,JonWatts,ChristopherFord,AndyPowers,UnitedStates,1500000.0,4381603.0,CrossCreekPictures,100.0,June,4655,2881603,masterpiece
TheSignal,Drama,2014,6.1,64000.0,WilliamEubank,CarlyleEubank,BrentonThwaites,UnitedStates,4000000.0,2595622.0,AutomatikEntertainment,97.0,July,4656,-1404378,big_flop
TheHundred-FootJourney,Comedy,2014,7.3,79000.0,LasseHallstrom,StevenKnight,HelenMirren,UnitedStates,22000000.0,89514453.0,AmblinEntertainment,122.0,August,4657,67514453,masterpiece
BeyondtheLights,Drama,2014,6.9,16000.0,GinaPrince-Bythewood,GinaPrince-Bythewood,GuguMbatha-Raw,UnitedStates,7000000.0,14618727.0,BlackEntertainmentTelevision(BET),116.0,November,4658,7618727,masterpiece
MapstotheStars,Comedy,2014,6.2,39000.0,DavidCronenberg,BruceWagner,JulianneMoore,Canada,15000000.0,4510934.0,ProsperoPictures,111.0,February,4659,-10489066,big_flop
IfIStay,Drama,2014,6.7,118000.0,RJCutler,ShaunaCross,ChloeGraceMoretz,UnitedStates,11000000.0,78274843.0,DiNoviPictures,107.0,August,4660,67274843,masterpiece
StillAlice,Drama,2014,7.5,129000.0,RichardGlatzer,RichardGlatzer,JulianneMoore,UnitedStates,5000000.0,44779195.0,Lutzus-Brown,101.0,February,4661,39779195,masterpiece
3DaystoKill,Action,2014,6.2,90000.0,McG,AdiHasak,KevinCostner,UnitedStates,28000000.0,53260230.0,RelativityMedia,117.0,February,4662,25260230,masterpiece
Love&Mercy,Biography,2014,7.4,37000.0,BillPohlad,OrenMoverman,JohnCusack,UnitedStates,10000000.0,28641776.0,RiverRoadEntertainment,121.0,June,4663,18641776,masterpiece
BigEyes,Biography,2014,7.0,88000.0,TimBurton,ScottAlexander,AmyAdams,UnitedStates,10000000.0,29253166.0,TheWeinsteinCompany,106.0,December,4664,19253166,masterpiece
Addicted,Drama,2014,5.1,10000.0,BilleWoodruff,ChristinaWelsh,SharonLeal,UnitedStates,5000000.0,17534314.0,CodeblackEntertainment,106.0,October,4665,12534314,masterpiece
TheWaterDiviner,Drama,2014,7.0,73000.0,RussellCrowe,AndrewKnight,RussellCrowe,Australia,22500000.0,38176317.0,FearofGodFilms,111.0,December,4666,15676317,masterpiece
Selma,Biography,2014,7.5,88000.0,AvaDuVernay,PaulWebb,DavidOyelowo,UnitedKingdom,20000000.0,66787908.0,Pathe,128.0,January,4667,46787908,masterpiece
VeronicaMars,Crime,2014,6.8,51000.0,RobThomas,RobThomas,KristenBell,UnitedStates,6000000.0,3485383.0,WarnerBrosDigitalDistribution,107.0,March,4668,-2514617,big_flop
MillionDollarArm,Biography,2014,7.0,44000.0,CraigGillespie,TomMcCarthy,JonHamm,UnitedStates,25000000.0,38483455.0,WaltDisneyPictures,124.0,May,4669,13483455,masterpiece
TheOneILove,Comedy,2014,7.1,37000.0,CharlieMcDowell,JustinLader,MarkDuplass,UnitedStates,100000.0,596933.0,RADiUS-TWC,91.0,August,4670,496933,masterpiece
JerseyBoys,Biography,2014,6.8,33000.0,ClintEastwood,MarshallBrickman,JohnLloydYoung,UnitedStates,40000000.0,67647013.0,FourSeasonsPartnership,134.0,June,4671,27647013,masterpiece
DraftDay,Drama,2014,6.8,56000.0,IvanReitman,ScottRothman,KevinCostner,UnitedStates,25000000.0,29824199.0,SummitEntertainment,110.0,April,4672,4824199,flop
AndSoItGoes,Comedy,2014,5.8,13000.0,RobReiner,MarkAndrus,MichaelDouglas,UnitedStates,18000000.0,25419147.0,ASIGProductions,94.0,July,4673,7419147,success
AHauntedHouse2,Comedy,2014,4.7,20000.0,MichaelTiddes,MarlonWayans,MarlonWayans,UnitedStates,4000000.0,25358716.0,BabyWayProductions,86.0,April,4674,21358716,masterpiece
TheGambler,Crime,2014,6.1,68000.0,RupertWyatt,WilliamMonahan,MarkWahlberg,UnitedStates,25000000.0,39280992.0,ParamountPictures,111.0,December,4675,14280992,masterpiece
Cake,Drama,2014,6.4,36000.0,DanielBarnz,PatrickTobin,JenniferAniston,UnitedStates,7000000.0,2433850.0,CinelouFilms,102.0,January,4676,-4566150,big_flop
"I,Frankenstein",Action,2014,5.1,79000.0,StuartBeattie,StuartBeattie,AaronEckhart,UnitedStates,65000000.0,76801179.0,HopscotchFeatures,92.0,January,4677,11801179,flop
MuppetsMostWanted,Adventure,2014,6.4,33000.0,JamesBobin,JamesBobin,RickyGervais,UnitedStates,50000000.0,80383113.0,WaltDisneyPictures,107.0,March,4678,30383113,masterpiece
