name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id
BrokenEmbraces,Drama,2009,7.2,39000.0,PedroAlmodovar,PedroAlmodovar,PenelopeCruz,Spain,18000000.0,37472736.0,UniversalPicturesInternational(UPI),127.0,January,3894
TheDamnedUnited,Biography,2009,7.5,42000.0,TomHooper,PeterMorgan,ColmMeaney,UnitedKingdom,10000000.0,4091378.0,ColumbiaPictures,98.0,March,3895
GentlemenBroncos,Adventure,2009,6.2,11000.0,JaredHess,JaredHess,MichaelAngarano,UnitedStates,10000000.0,118492.0,BroncoProductions,90.0,May,3896
Cheri,Comedy,2009,6.2,11000.0,StephenFrears,ChristopherHampton,MichellePfeiffer,UnitedKingdom,23000000.0,9368242.0,BillKenwrightFilms,86.0,July,3897
TannerHall,Drama,2009,5.8,3500.0,FrancescaGregorini,TatianavonFurstenberg,RooneyMara,UnitedStates,3000000.0,5073.0,TwoProngLesson,96.0,January,3898
[Rec]2,Horror,2009,6.5,70000.0,JaumeBalaguero,JaumeBalaguero,JonathanDMellor,Spain,5600000.0,18853164.0,Filmax,85.0,October,3899
Inception,Action,2010,8.8,2100000.0,ChristopherNolan,ChristopherNolan,LeonardoDiCaprio,UnitedStates,160000000.0,836836967.0,WarnerBros,148.0,July,3900
IronMan2,Action,2010,7.0,746000.0,JonFavreau,JustinTheroux,RobertDowneyJr,UnitedStates,200000000.0,623933331.0,ParamountPictures,124.0,May,3901
ShutterIsland,Mystery,2010,8.2,1200000.0,MartinScorsese,LaetaKalogridis,LeonardoDiCaprio,UnitedStates,80000000.0,294805697.0,ParamountPictures,138.0,February,3902
ScottPilgrimvstheWorld,Action,2010,7.5,394000.0,EdgarWright,MichaelBacall,MichaelCera,UnitedStates,60000000.0,48917974.0,UniversalPictures,112.0,August,3903
GrownUps,Comedy,2010,5.9,233000.0,DennisDugan,AdamSandler,AdamSandler,UnitedStates,80000000.0,271457301.0,ColumbiaPictures,102.0,June,3904
ShesOutofMyLeague,Comedy,2010,6.4,130000.0,JimFieldSmith,SeanAnders,JayBaruchel,UnitedStates,20000000.0,49779728.0,DreamworksPictures,104.0,March,3905
Kick-Ass,Action,2010,7.6,535000.0,MatthewVaughn,JaneGoldman,AaronTaylor-Johnson,UnitedKingdom,30000000.0,96188903.0,MarvFilms,117.0,April,3906
BlackSwan,Drama,2010,8.0,716000.0,DarrenAronofsky,MarkHeyman,NataliePortman,UnitedStates,13000000.0,329398046.0,FoxSearchlightPictures,108.0,December,3907
TheTown,Crime,2010,7.5,363000.0,BenAffleck,PeterCraig,BenAffleck,UnitedStates,37000000.0,154026136.0,WarnerBros,125.0,September,3908
Flipped,Comedy,2010,7.7,85000.0,RobReiner,RobReiner,MadelineCarroll,UnitedStates,14000000.0,4324817.0,CastleRockEntertainment,90.0,September,3909
TheSocialNetwork,Biography,2010,7.7,645000.0,DavidFincher,AaronSorkin,JesseEisenberg,UnitedStates,40000000.0,224920375.0,ColumbiaPictures,120.0,October,3910
RobinHood,Action,2010,6.6,257000.0,RidleyScott,BrianHelgeland,RussellCrowe,UnitedStates,200000000.0,321669741.0,UniversalPictures,140.0,May,3911
Monsters,Adventure,2010,6.4,89000.0,GarethEdwards,GarethEdwards,ScootMcNairy,UnitedKingdom,500000.0,5060438.0,ProtagonistPictures,94.0,December,3912
Insidious,Horror,2010,6.8,287000.0,JamesWan,LeighWhannell,PatrickWilson,UnitedStates,1500000.0,99557032.0,FilmDistrict,103.0,April,3913
Tangled,Animation,2010,7.7,417000.0,NathanGreno,DanFogelman,MandyMoore,UnitedStates,260000000.0,592462816.0,WaltDisneyAnimationStudios,100.0,November,3914
RED,Action,2010,7.0,295000.0,RobertSchwentke,JonHoeber,BruceWillis,UnitedStates,58000000.0,199006387.0,SummitEntertainment,111.0,October,3915
ISpitonYourGrave,Horror,2010,6.3,79000.0,StevenRMonroe,AdamRockoff,SarahButler,UnitedStates,2000000.0,1278650.0,CinetelFilms,108.0,January,3916
TheLastAirbender,Action,2010,4.0,156000.0,MNightShyamalan,MNightShyamalan,NoahRinger,UnitedStates,150000000.0,319713881.0,ParamountPictures,103.0,July,3917
HowtoTrainYourDragon,Animation,2010,8.1,685000.0,DeanDeBlois,WilliamDavies,JayBaruchel,UnitedStates,165000000.0,494879471.0,DreamWorksAnimation,98.0,March,3918
TheAmerican,Crime,2010,6.3,94000.0,AntonCorbijn,RowanJoffe,GeorgeClooney,UnitedStates,20000000.0,67876281.0,FocusFeatures,105.0,September,3919
Incendies,Drama,2010,8.3,158000.0,DenisVilleneuve,DenisVilleneuve,LubnaAzabal,Canada,6800000.0,7099598.0,micro_scope,131.0,January,3920
SexandtheCity2,Comedy,2010,4.5,76000.0,MichaelPatrickKing,MichaelPatrickKing,SarahJessicaParker,UnitedStates,100000000.0,290745055.0,NewLineCinema,146.0,May,3921
Burlesque,Drama,2010,6.4,81000.0,SteveAntin,SteveAntin,Cher,UnitedStates,55000000.0,89520336.0,ScreenGems,119.0,November,3922
AliceinWonderland,Adventure,2010,6.4,392000.0,TimBurton,LindaWoolverton,MiaWasikowska,UnitedStates,200000000.0,1025468216.0,WaltDisneyPictures,108.0,March,3923
DespicableMe,Animation,2010,7.6,512000.0,PierreCoffin,CincoPaul,SteveCarell,UnitedStates,69000000.0,543113985.0,UniversalPictures,95.0,July,3924
Love&OtherDrugs,Comedy,2010,6.7,186000.0,EdwardZwick,CharlesRandolph,JakeGyllenhaal,UnitedStates,30000000.0,102820008.0,Fox2000Pictures,112.0,November,3925
TrueGrit,Drama,2010,7.6,319000.0,EthanCoen,JoelCoen,JeffBridges,UnitedStates,38000000.0,252276927.0,ParamountPictures,110.0,December,3926
TheTourist,Action,2010,6.0,230000.0,FlorianHenckelvonDonnersmarck,FlorianHenckelvonDonnersmarck,JohnnyDepp,UnitedStates,100000000.0,278780441.0,GKFilms,103.0,December,3927
TheTwilightSaga:Eclipse,Action,2010,5.0,233000.0,DavidSlade,MelissaRosenberg,KristenStewart,UnitedStates,68000000.0,698491347.0,SummitEntertainment,124.0,June,3928
PercyJackson&theOlympians:TheLightningThief,Adventure,2010,5.9,180000.0,ChrisColumbus,CraigTitley,LoganLerman,UnitedKingdom,95000000.0,226497209.0,Fox2000Pictures,118.0,February,3929
ClashoftheTitans,Action,2010,5.8,274000.0,LouisLeterrier,TravisBeacham,SamWorthington,UnitedStates,125000000.0,493214993.0,WarnerBros,106.0,April,3930
TheBookofEli,Action,2010,6.9,300000.0,AlbertHughes,GaryWhitta,DenzelWashington,UnitedStates,80000000.0,157107755.0,AlconEntertainment,118.0,January,3931
BlueValentine,Drama,2010,7.3,188000.0,DerekCianfrance,DerekCianfrance,RyanGosling,UnitedStates,1000000.0,15440333.0,IncentiveFilmedEntertainment,112.0,January,3932
KnightandDay,Action,2010,6.3,184000.0,JamesMangold,PatrickONeill,TomCruise,UnitedStates,117000000.0,261989769.0,TwentiethCenturyFox,109.0,June,3933
Piranha3D,Comedy,2010,5.4,87000.0,AlexandreAja,PeteGoldfinger,ElisabethShue,UnitedStates,24000000.0,83188165.0,DimensionFilms,88.0,August,3934
127Hours,Biography,2010,7.5,356000.0,DannyBoyle,DannyBoyle,JamesFranco,UnitedStates,18000000.0,60738797.0,FoxSearchlightPictures,94.0,January,3935
TheExpendables,Action,2010,6.5,331000.0,SylvesterStallone,DaveCallaham,SylvesterStallone,UnitedStates,80000000.0,274470394.0,MillenniumFilms,103.0,August,3936
TheOtherGuys,Action,2010,6.6,249000.0,AdamMcKay,AdamMcKay,WillFerrell,UnitedStates,100000000.0,170458922.0,ColumbiaPictures,107.0,August,3937
TRON:Legacy,Action,2010,6.8,319000.0,JosephKosinski,EdwardKitsis,JeffBridges,UnitedStates,170000000.0,400063852.0,WaltDisneyPictures,125.0,December,3938
LifeasWeKnowIt,Comedy,2010,6.5,126000.0,GregBerlanti,IanDeitchman,KatherineHeigl,UnitedStates,38000000.0,105734416.0,JosephsonEntertainment,114.0,October,3939
ToyStory3,Animation,2010,8.2,776000.0,LeeUnkrich,JohnLasseter,TomHanks,UnitedStates,200000000.0,1066970811.0,WaltDisneyPictures,103.0,June,3940
TheNextThreeDays,Action,2010,7.3,189000.0,PaulHaggis,PaulHaggis,RussellCrowe,UnitedStates,30000000.0,67448651.0,Lionsgate,133.0,November,3941
EasyA,Comedy,2010,7.0,368000.0,WillGluck,BertVRoyal,EmmaStone,UnitedStates,8000000.0,75026327.0,ScreenGems,92.0,September,3942
TheKingsSpeech,Biography,2010,8.0,651000.0,TomHooper,DavidSeidler,ColinFirth,UnitedKingdom,15000000.0,427374317.0,TheWeinsteinCompany,118.0,December,3943
TheFighter,Biography,2010,7.8,348000.0,DavidORussell,ScottSilver,MarkWahlberg,UnitedStates,25000000.0,129190869.0,ClosesttotheHoleProductions,116.0,December,3944
Machete,Action,2010,6.6,192000.0,EthanManiquis,RobertRodriguez,DannyTrejo,UnitedStates,10500000.0,45491656.0,OvernightFilms,105.0,September,3945
TheDebt,Drama,2010,6.8,67000.0,JohnMadden,MatthewVaughn,HelenMirren,UnitedStates,20000000.0,45636368.0,Miramax,113.0,August,3946
Megamind,Animation,2010,7.2,236000.0,TomMcGrath,AlanSchoolcraft,WillFerrell,UnitedStates,130000000.0,321885765.0,DreamWorksAnimation,95.0,November,3947
TheLosers,Action,2010,6.3,94000.0,SylvainWhite,PeterBerg,IdrisElba,UnitedStates,25000000.0,29397654.0,WarnerBros,97.0,April,3948
Unstoppable,Action,2010,6.8,189000.0,TonyScott,MarkBomback,DenzelWashington,UnitedStates,100000000.0,167805466.0,TwentiethCenturyFox,98.0,November,3949
TheKarateKid,Action,2010,6.2,168000.0,HaraldZwart,ChristopherMurphey,JackieChan,UnitedStates,40000000.0,359126022.0,ColumbiaPictures,140.0,June,3950
EatPrayLove,Biography,2010,5.8,92000.0,RyanMurphy,RyanMurphy,JuliaRoberts,UnitedStates,60000000.0,204594016.0,ColumbiaPictures,133.0,August,3951
Centurion,Action,2010,6.3,80000.0,NeilMarshall,NeilMarshall,MichaelFassbender,UnitedKingdom,12000000.0,6890432.0,PathePicturesInternational,97.0,July,3952
TheA-Team,Action,2010,6.7,250000.0,JoeCarnahan,JoeCarnahan,LiamNeeson,UnitedStates,110000000.0,177238796.0,TwentiethCenturyFox,117.0,June,3953
HotTubTimeMachine,Comedy,2010,6.4,165000.0,StevePink,JoshHeald,JohnCusack,UnitedStates,36000000.0,64780213.0,Metro-Goldwyn-Mayer(MGM),101.0,March,3954
PrinceofPersia:theSandsofTime,Action,2010,6.6,277000.0,MikeNewell,BoazYakin,JakeGyllenhaal,UnitedStates,200000000.0,336365676.0,WaltDisneyPictures,116.0,May,3955
DiaryofaWimpyKid,Animation,2010,6.2,45000.0,ThorFreudenthal,JackieFilgo,ZacharyGordon,UnitedStates,15000000.0,76196538.0,ColorForce,120.0,March,3956
NeverLetMeGo,Drama,2010,7.1,140000.0,MarkRomanek,KazuoIshiguro,KeiraKnightley,UnitedKingdom,15000000.0,9918093.0,DNAFilms,103.0,October,3957
Predators,Action,2010,6.4,216000.0,NimrodAntal,AlexLitvak,AdrienBrody,UnitedStates,40000000.0,127233108.0,TwentiethCenturyFox,107.0,July,3958
Buried,Drama,2010,7.0,153000.0,RodrigoCortes,ChrisSparling,RyanReynolds,Spain,3000000.0,19439764.0,AudiovisualAvalSGR,95.0,October,3959
Legion,Action,2010,5.3,101000.0,ScottStewart,PeterSchink,PaulBettany,UnitedStates,26000000.0,67918658.0,ScreenGems,100.0,January,3960
RememberMe,Drama,2010,7.1,141000.0,AllenCoulter,WillFetters,RobertPattinson,UnitedStates,16000000.0,56032889.0,SummitEntertainment,113.0,March,3961
JonahHex,Action,2010,4.7,56000.0,JimmyHayward,MarkNeveldine,JoshBrolin,UnitedStates,47000000.0,10903312.0,WarnerBros,81.0,June,3962
Salt,Action,2010,6.4,301000.0,PhillipNoyce,KurtWimmer,AngelinaJolie,UnitedStates,110000000.0,293503354.0,ColumbiaPictures,100.0,July,3963
MorningGlory,Comedy,2010,6.5,76000.0,RogerMichell,AlineBroshMcKenna,RachelMcAdams,UnitedStates,40000000.0,60040976.0,BadRobot,107.0,November,3964
WintersBone,Drama,2010,7.2,138000.0,DebraGranik,DebraGranik,JenniferLawrence,UnitedStates,2000000.0,13796834.0,AnonymousContent,100.0,July,3965
ANightmareonElmStreet,Crime,2010,5.2,95000.0,SamuelBayer,WesleyStrick,JackieEarleHaley,UnitedStates,35000000.0,115695182.0,NewLineCinema,95.0,April,3966
ResidentEvil:Afterlife,Action,2010,5.8,165000.0,PaulWSAnderson,PaulWSAnderson,MillaJovovich,Germany,60000000.0,300228084.0,ScreenGems,96.0,September,3967
Takers,Action,2010,6.2,60000.0,JohnLuessenhop,PeterAllen,ChrisBrown,UnitedStates,32000000.0,80205382.0,ScreenGems,107.0,August,3968
TheWayBack,Adventure,2010,7.3,112000.0,PeterWeir,SlavomirRawicz,JimSturgess,UnitedStates,30000000.0,24172201.0,ExclusiveFilms,133.0,January,3969
Killers,Action,2010,5.5,89000.0,RobertLuketic,BobDeRosa,KatherineHeigl,UnitedStates,75000000.0,98159963.0,Lionsgate,100.0,June,3970
DueDate,Comedy,2010,6.5,329000.0,ToddPhillips,AlanRCohen,RobertDowneyJr,UnitedStates,65000000.0,211780824.0,WarnerBros,95.0,November,3971
Devil,Horror,2010,6.2,137000.0,JohnErickDowdle,BrianNelson,ChrisMessina,UnitedStates,10000000.0,62695489.0,UniversalPictures,80.0,September,3972
GreenZone,Action,2010,6.8,133000.0,PaulGreengrass,BrianHelgeland,MattDamon,UnitedKingdom,100000000.0,154711438.0,UniversalPictures,115.0,March,3973
Faster,Action,2010,6.4,103000.0,GeorgeTillmanJr,TonyGayton,DwayneJohnson,UnitedStates,24000000.0,35626958.0,CBSFilms,98.0,November,3974
Super,Action,2010,6.7,76000.0,JamesGunn,JamesGunn,RainnWilson,UnitedStates,2500000.0,422618.0,ThisIsThatProductions,96.0,June,3975
ItsKindofaFunnyStory,Comedy,2010,7.1,139000.0,AnnaBoden,AnnaBoden,KeirGilchrist,UnitedStates,8000000.0,6491240.0,FocusFeatures,101.0,October,3976
TheCrazies,Horror,2010,6.5,114000.0,BreckEisner,ScottKosar,RadhaMitchell,UnitedStates,20000000.0,54806823.0,OvertureFilms,101.0,February,3977
ShrekForeverAfter,Animation,2010,6.3,190000.0,MikeMitchell,JoshKlausner,MikeMyers,UnitedStates,165000000.0,752600867.0,DreamWorksAnimation,93.0,May,3978
TheChroniclesofNarnia:theVoyageoftheDawnTreader,Adventure,2010,6.3,145000.0,MichaelApted,ChristopherMarkus,BenBarnes,UnitedStates,155000000.0,415686217.0,Fox2000Pictures,113.0,December,3979
LetMeIn,Drama,2010,7.1,115000.0,MattReeves,MattReeves,KodiSmit-McPhee,UnitedKingdom,20000000.0,27093592.0,OvertureFilms,116.0,October,3980
TheKidsAreAllRight,Comedy,2010,7.0,127000.0,LisaCholodenko,LisaCholodenko,AnnetteBening,UnitedStates,4000000.0,34758951.0,FocusFeatures,106.0,July,3981
DateNight,Comedy,2010,6.3,155000.0,ShawnLevy,JoshKlausner,SteveCarell,UnitedStates,55000000.0,152263880.0,TwentiethCenturyFox,88.0,April,3982
LeapYear,Comedy,2010,6.5,99000.0,AnandTucker,DeborahKaplan,AmyAdams,UnitedStates,19000000.0,32686500.0,UniversalPictures,100.0,January,3983
LittleFockers,Comedy,2010,5.5,108000.0,PaulWeitz,JohnHamburg,BenStiller,UnitedStates,100000000.0,310650585.0,UniversalPictures,98.0,December,3984
TheRunaways,Biography,2010,6.5,47000.0,FloriaSigismondi,FloriaSigismondi,KristenStewart,UnitedStates,10000000.0,4681651.0,RiverRoadEntertainment,106.0,April,3985
TheSorcerersApprentice,Action,2010,6.1,156000.0,JonTurteltaub,LawrenceKonner,NicolasCage,UnitedStates,150000000.0,215283742.0,WaltDisneyPictures,109.0,July,3986
MacGruber,Action,2010,5.5,43000.0,JormaTaccone,WillForte,WillForte,UnitedStates,10000000.0,9322895.0,BroadwayVideo,90.0,May,3987
TheGhostWriter,Crime,2010,7.2,159000.0,RomanPolanski,RobertHarris,EwanMcGregor,France,45000000.0,60331447.0,RPProductions,128.0,March,3988
Skyline,Action,2010,4.4,88000.0,ColinStrause,JoshuaCordes,EricBalfour,UnitedStates,10000000.0,66984887.0,RoguePictures,92.0,November,3989
EdgeofDarkness,Action,2010,6.6,91000.0,MartinCampbell,WilliamMonahan,MelGibson,UnitedKingdom,80000000.0,81126522.0,WarnerBros,117.0,January,3990
RamonaandBeezus,Comedy,2010,6.5,18000.0,ElizabethAllenRosenbaum,LaurieCraig,JoeyKing,UnitedStates,15000000.0,27293743.0,Fox2000Pictures,103.0,July,3991
ValentinesDay,Comedy,2010,5.7,116000.0,GarryMarshall,KatherineFugate,JuliaRoberts,UnitedStates,52000000.0,216485654.0,NewLineCinema,125.0,February,3992
LetterstoJuliet,Adventure,2010,6.5,95000.0,GaryWinick,JoseRivera,AmandaSeyfried,UnitedStates,30000000.0,79628830.0,SummitEntertainment,105.0,May,3993
DearJohn,Drama,2010,6.3,142000.0,LasseHallstrom,JamieLinden,ChanningTatum,UnitedStates,25000000.0,114984666.0,ScreenGems,108.0,February,3994
GetHimtotheGreek,Comedy,2010,6.3,172000.0,NicholasStoller,NicholasStoller,JonahHill,UnitedStates,40000000.0,91720255.0,UniversalPictures,109.0,June,3995
DinnerforSchmucks,Comedy,2010,5.9,103000.0,JayRoach,DavidGuion,SteveCarell,UnitedStates,69000000.0,86855739.0,ParamountPictures,114.0,July,3996
HowDoYouKnow,Comedy,2010,5.4,48000.0,JamesLBrooks,JamesLBrooks,ReeseWitherspoon,UnitedStates,120000000.0,48668907.0,ColumbiaPictures,121.0,December,3997
TheSecretWorldofArrietty,Animation,2010,7.6,85000.0,HiromasaYonebayashi,MaryNorton,AmyPoehler,Japan,23000000.0,149411550.0,StudioGhibli,94.0,February,3998
GulliversTravels,Adventure,2010,4.9,67000.0,RobLetterman,JoeStillman,JackBlack,UnitedStates,112000000.0,237382724.0,TwentiethCenturyFox,85.0,December,3999
ToothFairy,Comedy,2010,5.0,44000.0,MichaelLembeck,LowellGanz,DwayneJohnson,UnitedStates,48000000.0,112462508.0,TwentiethCenturyFox,101.0,January,4000
TheSwitch,Comedy,2010,6.1,100000.0,JoshGordon,JeffreyEugenides,JenniferAniston,UnitedStates,19000000.0,49843011.0,MandatePictures,101.0,August,4001
StepUp,Drama,2010,6.2,56000.0,JonMChu,AmyAndelson,SharniVinson,UnitedStates,30000000.0,159291809.0,SummitEntertainment,107.0,August,4002
WallStreet:MoneyNeverSleeps,Drama,2010,6.2,100000.0,OliverStone,AllanLoeb,ShiaLaBeouf,UnitedStates,70000000.0,134748021.0,TwentiethCenturyFox,133.0,September,4003
TheLastSong,Drama,2010,6.0,83000.0,JulieAnneRobinson,NicholasSparks,MileyCyrus,UnitedStates,20000000.0,89137047.0,TouchstonePictures,107.0,March,4004
CopOut,Action,2010,5.6,86000.0,KevinSmith,RobbCullen,BruceWillis,UnitedStates,30000000.0,55611001.0,WarnerBros,107.0,February,4005
Rubber,Comedy,2010,5.8,35000.0,QuentinDupieux,QuentinDupieux,StephenSpinella,France,500000.0,101729.0,RealitismFilms,82.0,November,4006
YouAgain,Comedy,2010,5.8,50000.0,AndyFickman,MoeJelline,KristenBell,UnitedStates,20000000.0,32054369.0,TouchstonePictures,105.0,September,4007
TheBountyHunter,Action,2010,5.6,123000.0,AndyTennant,SarahThorp,JenniferAniston,UnitedStates,40000000.0,136333522.0,ColumbiaPictures,110.0,March,4008
FromPariswithLove,Action,2010,6.4,114000.0,PierreMorel,AdiHasak,JohnTravolta,France,52000000.0,52844496.0,EuropaCorp,92.0,February,4009
13Assassins,Action,2010,7.6,63000.0,TakashiMiike,KaneoIkegami,KojiYakusho,Japan,6000000.0,18689058.0,SedicInternational,141.0,September,4010
NannyMcPheeReturns,Comedy,2010,6.1,30000.0,SusannaWhite,EmmaThompson,EmmaThompson,UnitedKingdom,35000000.0,93251121.0,UniversalPictures,109.0,August,4011
WildTarget,Action,2010,6.8,37000.0,JonathanLynn,LucindaCoxon,BillNighy,UnitedKingdom,8000000.0,3494154.0,MagicLightPictures,98.0,June,4012
WheninRome,Comedy,2010,5.6,60000.0,MarkStevenJohnson,DavidDiamond,KristenBell,UnitedStates,55000000.0,43053376.0,TouchstonePictures,91.0,January,4013
GoingtheDistance,Comedy,2010,6.3,57000.0,NanetteBurstein,GeoffLaTulippe,DrewBarrymore,UnitedStates,32000000.0,42059111.0,NewLineCinema,102.0,September,4014
Somewhere,Comedy,2010,6.3,44000.0,SofiaCoppola,SofiaCoppola,StephenDorff,UnitedStates,7000000.0,14788642.0,FocusFeatures,97.0,January,4015
Secretariat,Biography,2010,7.2,27000.0,RandallWallace,MikeRich,DianeLane,UnitedStates,35000000.0,60321861.0,WaltDisneyPictures,123.0,October,4016
DeathataFuneral,Comedy,2010,5.7,48000.0,NeilLaBute,DeanCraig,ChrisRock,UnitedStates,21000000.0,49050886.0,ScreenGems,92.0,April,4017
TheSpyNextDoor,Action,2010,5.5,42000.0,BrianLevant,JonathanBernstein,JackieChan,UnitedStates,28000000.0,66166000.0,RelativityMedia,94.0,January,4018
Hereafter,Drama,2010,6.4,91000.0,ClintEastwood,PeterMorgan,MattDamon,UnitedStates,50000000.0,106956330.0,WarnerBros,129.0,October,4019
RepoMen,Action,2010,6.3,103000.0,MiguelSapochnik,EricGarcia,JudeLaw,UnitedStates,32000000.0,18409891.0,UniversalPictures,111.0,March,4020
VampiresSuck,Comedy,2010,3.4,47000.0,JasonFriedberg,JasonFriedberg,JennProske,UnitedStates,20000000.0,80547866.0,NewRegencyProductions,82.0,August,4021
Twelve,Action,2010,5.6,12000.0,JoelSchumacher,JordanMelamed,ChaceCrawford,UnitedStates,5000000.0,2648195.0,Gaumont,93.0,August,4022
Beginners,Comedy,2010,7.2,89000.0,MikeMills,MikeMills,EwanMcGregor,UnitedStates,3200000.0,14311701.0,OlympusPictures,105.0,June,4023
LegendoftheGuardians:theOwlsofGaHoole,Animation,2010,6.9,80000.0,ZackSnyder,JohnOrloff,JimSturgess,UnitedStates,80000000.0,140073390.0,WarnerBros,97.0,September,4024
RabbitHole,Drama,2010,7.0,48000.0,JohnCameronMitchell,DavidLindsay-Abaire,NicoleKidman,UnitedStates,5000000.0,5144717.0,OlympusPictures,91.0,January,4025
MeeksCutoff,Adventure,2010,6.6,13000.0,KellyReichardt,JonathanRaymond,MichelleWilliams,UnitedStates,2000000.0,1205257.0,EvenstarFilms,104.0,April,4026
Conviction,Biography,2010,7.2,43000.0,TonyGoldwyn,PamelaGray,HilarySwank,Switzerland,12500000.0,11104555.0,OmegaEntertainment,107.0,November,4027
Trust,Crime,2010,6.9,42000.0,DavidSchwimmer,AndyBellin,CliveOwen,UnitedStates,4000000.0,595802.0,MillenniumFilms,106.0,April,4028
MyNameIsKhan,Drama,2010,8.0,101000.0,KaranJohar,ShibaniBathija,ShahRukhKhan,India,12000000.0,42345360.0,DharmaProductions,165.0,February,4029
TheCompanyMen,Drama,2010,6.7,44000.0,JohnWells,JohnWells,BenAffleck,UnitedStates,15000000.0,8087000.0,TheWeinsteinCompany,104.0,February,4030
Cyrus,Comedy,2010,6.3,34000.0,JayDuplass,MarkDuplass,JohnCReilly,UnitedStates,7000000.0,9933873.0,DuneEntertainmentIII,91.0,July,4031
ParanormalActivity2,Horror,2010,5.7,100000.0,TodWilliams,MichaelRPerry,KatieFeatherston,UnitedStates,3000000.0,177512032.0,ParamountPictures,91.0,October,4032
TheKillerInsideMe,Crime,2010,6.1,33000.0,MichaelWinterbottom,JohnCurran,CaseyAffleck,UnitedKingdom,13000000.0,4052191.0,HeroEntertainment,109.0,June,4033
TheExtraMan,Comedy,2010,5.8,4800.0,ShariSpringerBerman,RobertPulcini,KevinKline,France,7000000.0,649626.0,3ArtsEntertainment,108.0,January,4034
Stone,Drama,2010,5.4,41000.0,JohnCurran,AngusMacLachlan,EdwardNorton,UnitedStates,22000000.0,10300416.0,MillenniumFilms,105.0,October,4035
WhyDidIGetMarriedToo?,Comedy,2010,4.7,9200.0,TylerPerry,TylerPerry,JanetJackson,UnitedStates,20000000.0,60673972.0,Lionsgate,121.0,April,4036
TheLastExorcism,Horror,2010,5.7,49000.0,DanielStamm,HuckBotko,PatrickFabian,France,1800000.0,69432527.0,StrikeEntertainment,87.0,August,4037
DirtyGirl,Comedy,2010,6.4,10000.0,AbeSylvia,AbeSylvia,JunoTemple,UnitedStates,4000000.0,143485.0,TheWeinsteinCompany,90.0,July,4038
LondonBoulevard,Crime,2010,6.2,47000.0,WilliamMonahan,WilliamMonahan,ColinFarrell,UnitedStates,25000000.0,8307227.0,GKFilms,103.0,November,4039
FairGame,Biography,2010,6.8,47000.0,DougLiman,JezButterworth,NaomiWatts,UnitedStates,22000000.0,25806953.0,RiverRoadEntertainment,108.0,December,4040
TheBack-upPlan,Comedy,2010,5.4,49000.0,AlanPoul,KateAngelo,JenniferLopez,UnitedStates,35000000.0,77477008.0,CBSFilms,104.0,April,4041
DontBeAfraidoftheDark,Fantasy,2010,5.6,47000.0,TroyNixey,GuillermodelToro,KatieHolmes,UnitedStates,25000000.0,38269529.0,Miramax,99.0,August,4042
CountryStrong,Drama,2010,6.3,18000.0,ShanaFeste,ShanaFeste,GarrettHedlund,UnitedStates,15000000.0,20529194.0,ScreenGems,117.0,January,4043
CharlieStCloud,Drama,2010,6.4,60000.0,BurrSteers,CraigPearce,ZacEfron,UnitedStates,44000000.0,48190704.0,UniversalPictures,99.0,July,4044
StakeLand,Drama,2010,6.5,41000.0,JimMickle,NickDamici,ConnorPaolo,UnitedStates,650000.0,405380.0,GlassEyePix,98.0,June,4045
Vanishingon7thStreet,Horror,2010,4.9,25000.0,BradAnderson,AnthonyJaswinski,HaydenChristensen,UnitedStates,10000000.0,1671196.0,HerrickEntertainment,92.0,February,4046
BarneysVersion,Comedy,2010,7.3,24000.0,RichardJLewis,MordecaiRichler,PaulGiamatti,Italy,30000000.0,12106921.0,SerendipityPointFilms,134.0,February,4047
YouWillMeetaTallDarkStranger,Comedy,2010,6.3,44000.0,WoodyAllen,WoodyAllen,AnthonyHopkins,UnitedStates,22000000.0,36015260.0,Mediapro,98.0,October,4048
TheConspirator,Crime,2010,6.9,28000.0,RobertRedford,JamesDSolomon,RobinWright,UnitedStates,25000000.0,15625544.0,TheAmericanFilmCompany,122.0,April,4049
FurryVengeance,Comedy,2010,3.8,16000.0,RogerKumble,MichaelCarnes,BrendanFraser,UnitedKingdom,35000000.0,36351945.0,SummitEntertainment,92.0,April,4050
TheTempest,Comedy,2010,5.4,7500.0,JulieTaymor,JulieTaymor,HelenMirren,UnitedStates,20000000.0,405861.0,Miramax,110.0,January,4051
HenrysCrime,Comedy,2010,6.0,19000.0,MalcolmVenville,SachaGervasi,KeanuReeves,UnitedStates,12000000.0,2169799.0,CompanyFilms,108.0,January,4052
ExtraordinaryMeasures,Drama,2010,6.4,16000.0,TomVaughan,RobertNelsonJacobs,BrendanFraser,UnitedStates,31000000.0,15134293.0,CBSFilms,106.0,January,4053
YogiBear,Animation,2010,4.6,21000.0,EricBrevig,JenniferVentimilia,DanAykroyd,UnitedStates,80000000.0,203509374.0,WarnerBros,80.0,December,4054
MySoultoTake,Horror,2010,4.8,20000.0,WesCraven,WesCraven,MaxThieriot,UnitedStates,25000000.0,21500813.0,Rogue,107.0,October,4055
TheWarriorsWay,Action,2010,6.3,26000.0,SngmooLee,SngmooLee,JangDong-Gun,NewZealand,42000000.0,11103434.0,Rogue,100.0,December,4056
